गोलभेडा ठूलो(नेपाली),के.जी.,रू ११०.००,रू १२०.००,रू ११५.००
गोलभेडा ठूलो(भारतीय),केजी,रू ११०.००,रू १२०.००,रू ११५.००
गोलभेडा सानो(लोकल),के.जी.,रू ४०.००,रू ५०.००,रू ४५.००
गोलभेडा सानो(भारतीय),के जी,रू ५०.००,रू ६०.००,रू ५५.००
गोलभेडा सानो(तराई),के जी,रू ६०.००,रू ७०.००,रू ६५.००
आलु रातो,के.जी.,रू ३५.००,रू ४०.००,रू ३७.६७
आलु रातो(भारतीय),के जी,रू २५.००,रू ३०.००,रू २७.६७
आलु सेतो,के.जी.,रू २२.००,रू २५.००,रू २३.६७
प्याज सुकेको (भारतीय),के.जी.,रू ५२.००,रू ५५.००,रू ५३.६७
गाजर(लोकल),के.जी.,रू ८०.००,रू ९०.००,रू ८५.००
गाजर(तराई),केजी,रू ६०.००,रू ७०.००,रू ६५.००
बन्दा(लोकल),के.जी.,रू ४०.००,रू ५०.००,रू ४५.००
बन्दा(तराई),केजी,रू ४०.००,रू ५०.००,रू ४५.००
बन्दा(नरिवल),केजी,रू ४०.००,रू ५०.००,रू ४५.००
काउली स्थानिय,के.जी.,रू ३०.००,रू ४०.००,रू ३५.००
स्थानीय काउली(ज्यापु),केजी,रू ५०.००,रू ६०.००,रू ५५.००
काउली तराई,के.जी.,रू ३०.००,रू ३५.००,रू ३२.३३
मूला रातो,के.जी.,रू ५०.००,रू ६०.००,रू ५५.००
मूला सेतो(लोकल),के.जी.,रू ३०.००,रू ३५.००,रू ३२.६७
सेतो मूला(हाइब्रीड),केजी,रू ४०.००,रू ५०.००,रू ४५.००
भन्टा लाम्चो,के.जी.,रू ३५.००,रू ४०.००,रू ३७.६७
भन्टा डल्लो,के.जी.,रू ४०.००,रू ५०.००,रू ४५.००
बोडी(तने),के.जी.,रू ८०.००,रू ९०.००,रू ८५.००
मकै बोडी,केजी,रू ५०.००,रू ६०.००,रू ५५.००
मटरकोशा,के.जी.,रू ७०.००,रू ८०.००,रू ७५.००
घिउ सिमी(लोकल),के.जी.,रू ८०.००,रू ९०.००,रू ८५.००
घिउ सिमी(हाइब्रीड),केजी,रू ८०.००,रू ९०.००,रू ८५.००
घिउ सिमी(राजमा),केजी,रू १३०.००,रू १४०.००,रू १३५.००
टाटे सिमी,के.जी.,रू ३०.००,रू ४०.००,रू ३५.००
तितो करेला,के.जी.,रू ९०.००,रू १००.००,रू ९५.००
लौका,के.जी.,रू ५०.००,रू ६०.००,रू ५५.००
परवर(लोकल),के.जी.,रू १३०.००,रू १४०.००,रू १३५.००
फर्सी पाकेको,के.जी.,रू २५.००,रू ३०.००,रू २७.६७
फर्सी हरियो(लाम्चो),के.जी.,रू ३०.००,रू ४०.००,रू ३५.००
हरियो फर्सी(डल्लो),केजी,रू ३०.००,रू ४०.००,रू ३५.००
सलगम,के.जी.,रू ६०.००,रू ७०.००,रू ६५.००
भिण्डी,के.जी.,रू ११०.००,रू १२०.००,रू ११५.००
सखरखण्ड,के.जी.,रू ६०.००,रू ७०.००,रू ६५.००
बरेला,के.जी.,रू ६०.००,रू ७०.००,रू ६५.००
पिंडालू,के.जी.,रू ४०.००,रू ५०.००,रू ४५.००
स्कूस,के.जी.,रू ५०.००,रू ६०.००,रू ५५.००
रायो साग,के.जी.,रू ४०.००,रू ५०.००,रू ४५.००
पालूगो साग,के.जी.,रू ११०.००,रू १२०.००,रू ११५.००
चमसूरको साग,के.जी.,रू ११०.००,रू १२०.००,रू ११५.००
तोरीको साग,के.जी.,रू ५०.००,रू ६०.००,रू ५५.००
मेथीको साग,के.जी.,रू ११०.००,रू १२०.००,रू ११५.००
प्याज हरियो,के.जी.,रू ५०.००,रू ६०.००,रू ५५.००
बकूला,के.जी.,रू ११०.००,रू १२०.००,रू ११५.००
तरुल,के.जी.,रू ५०.००,रू ६०.००,रू ५५.००
च्याउ(कन्य),के.जी.,रू १५०.००,रू १८०.००,रू १६५.००
च्याउ(डल्ले),के जी,रू २८०.००,रू ३००.००,रू २९०.००
ब्रोकाउली,के.जी.,रू ५०.००,रू ६०.००,रू ५५.००
चुकुन्दर,के.जी.,रू १००.००,रू ११०.००,रू १०५.००
रातो बन्दा,के.जी.,रू १५०.००,रू २००.००,रू १७५.००
ग्याठ कोबी,के.जी.,रू ६०.००,रू ७०.००,रू ६५.००
सेलरी,के.जी.,रू ३५०.००,रू ४००.००,रू ३७५.००
पार्सले,के.जी.,रू ५००.००,रू ६००.००,रू ५५०.००
सौफको साग,के.जी.,रू ११०.००,रू १२०.००,रू ११५.००
पुदीना,के.जी.,रू ७००.००,रू ८००.००,रू ७५०.००
गान्टे मूला,के.जी.,रू ६०.००,रू ७०.००,रू ६५.००
इमली,के.जी.,रू १४०.००,रू १५०.००,रू १४५.००
तामा,के.जी.,रू ८०.००,रू ९०.००,रू ८५.००
तोफु,के.जी.,रू ८०.००,रू ९०.००,रू ८५.००
गुन्दुक,के.जी.,रू २५०.००,रू ३००.००,रू २७५.००
स्याउ(झोले),के.जी.,रू १८०.००,रू २००.००,रू १९०.००
स्याउ(फूजी),के जी,रू २५०.००,रू २८०.००,रू २६५.००
केरा,दर्जन,रू ९०.००,रू १००.००,रू ९५.००
कागती,के.जी.,रू ९०.००,रू १००.००,रू ९५.००
अनार,के.जी.,रू २५०.००,रू ३००.००,रू २७५.००
अंगुर(हरियो),के.जी.,रू २५०.००,रू ३००.००,रू २७५.००
अंगुर(कालो),केजी,रू ४५०.००,रू ५००.००,रू ४७५.००
सुन्तला(नेपाली),के.जी.,रू १२०.००,रू १३०.००,रू १२५.००
सुन्तला(भारतीय),केजी,रू ९०.००,रू १००.००,रू ९५.००
तरबुजा(हरियो),के.जी.,रू ११०.००,रू १२०.००,रू ११५.००
मौसम,के.जी.,रू १२०.००,रू १३०.००,रू १२५.००
भुई कटहर,प्रति गोटा,रू १२०.००,रू १३०.००,रू १२५.००
काक्रो(लोकल),के.जी.,रू ९०.००,रू १००.००,रू ९५.००
काक्रो(हाइब्रीड),के जी,रू ५०.००,रू ६०.००,रू ५५.००
रुख कटहर,के.जी.,रू ११०.००,रू १२०.००,रू ११५.००
निबुवा,के.जी.,रू ४०.००,रू ५०.००,रू ४५.००
मेवा(नेपाली),के.जी.,रू ७०.००,रू ८०.००,रू ७५.००
मेवा(भारतीय),केजी,रू ८०.००,रू ९०.००,रू ८५.००
अम्बा,के.जी.,रू १००.००,रू ११०.००,रू १०५.००
लप्सी,के.जी.,रू ११०.००,रू १२०.००,रू ११५.००
उखु,प्रति वटा,रू ९०.००,रू १००.००,रू ९५.००
किनु,के.जी.,रू १३०.००,रू १५०.००,रू १४०.००
स्ट्रबेरी भुईऐसेलु,के.जी.,रू ५००.००,रू ६००.००,रू ५५०.००
किवि,केजी,रू २५०.००,रू ३००.००,रू २७५.००
आभोकाडो,के.जी,रू २५०.००,रू ३००.००,रू २७५.००
अमला,के.जी,रू ८०.००,रू ९०.००,रू ८५.००
अदुवा,के.जी.,रू ४०.००,रू ५०.००,रू ४५.००
खु्र्सानी सुकेको,के.जी.,रू ३००.००,रू ३२०.००,रू ३१०.००
खु्र्सानी हरियो,के.जी.,रू ४०.००,रू ५०.००,रू ४५.००
खुर्सानी हरियो(बुलेट),के जी,रू ५०.००,रू ६०.००,रू ५५.००
खुर्सानी हरियो(माछे),के जी,रू ९०.००,रू १००.००,रू ९५.००
खुर्सानी हरियो(अकबरे),के जी,रू २३०.००,रू २५०.००,रू २४०.००
भेडे खु्र्सानी,के.जी.,रू १२०.००,रू १३०.००,रू १२५.००
लसुन हरियो,के.जी.,रू ८०.००,रू ९०.००,रू ८५.००
हरियो धनिया,के.जी.,रू १००.००,रू १२०.००,रू ११०.००
लसुन सुकेको चाइनिज,के.जी.,रू ३००.००,रू ३२०.००,रू ३१०.००
लसुन सुकेको नेपाली,के.जी.,रू १९०.००,रू २००.००,रू १९५.००
छ्यापी सुकेको,के.जी.,रू ३३०.००,रू ३५०.००,रू ३४०.००
छ्यापी हरियो,के.जी.,रू १००.००,रू ११०.००,रू १०५.००
ताजा माछा(रहु),के जी,रू २८५.००,रू ३००.००,रू २९२.५०
ताजा माछा(बचुवा),के जी,रू २३५.००,रू २५०.००,रू २४२.५०
ताजा माछा(छडी),के जी,रू २३०.००,रू २५०.००,रू २४०.००
ताजा माछा(मुंगरी),के जी,रू २३०.००,रू २५०.००,रू २४०.००
